Kernel-5.10
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| patch name                                                      | Upstream commit id |  status                                  | subversion | Notes                                          |
|0203-i2c-mlxbf-remove-IRQF_ONESHOT.patch                         | 92be2c122e49       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0204-i2c-mlxbf-Fix-frequency-calculation.patch                   | 37f071ec327b       | Bugfix upstream                          |  5.10.162  | BF3                                            |
|0205-i2c-mlxbf-support-lock-mechanism.patch                      | 86067ccfa142       | Bugfix upstream                          |  5.10.162  | BF3                                            |
|0206-i2c-mlxbf-add-multi-slave-functionality.patch               | bdc4af281b70       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0207-i2c-mlxbf-support-BlueField-3-SoC.patch                     | 19e13e1330c6       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0208-i2c-mlxbf-remove-device-tree-support.patch                  | be18c5ede25d       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0209-UBUNTU-SAUCE-i2c-mlxbf.c-Add-driver-version.patch           |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0210-platform-mellanox-Typo-fix-in-the-file-mlxbf-bootctl.patch  | 04cdaf6d8f52       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0211-UBUNTU-SAUCE-platform-mellanox-mlxbf-tmfifo-Add-Blue.patch  | bc05ea63b394       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0212-workqueue-Add-resource-managed-version-of-delayed-wo.patch  | 0341ce544394       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0213-devm-helpers-Fix-devm_delayed_work_autocancel-kernel.patch  | a943d76352db       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0214-devm-helpers-Add-resource-managed-version-of-work-in.patch  | 7a2c4cc537fa       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0215-UBUNTU-SAUCE-Add-support-to-pwr-mlxbf.c-driver.patch        |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0216-Add-Mellanox-BlueField-Gigabit-Ethernet-driver.patch        | f92e1869d74e       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0217-mlxbf_gige-clear-valid_polarity-upon-open.patch             | ee8a9600b539       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0218-net-mellanox-mlxbf_gige-Replace-non-standard-interru.patch  | 6c2a6ddca763       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0219-mlxbf_gige-increase-MDIO-polling-rate-to-5us.patch          | 0a02e282bad4       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0220-mlxbf_gige-remove-driver-managed-interrupt-counts.patch     | f4826443f4d6       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0221-mlxbf_gige-remove-own-module-name-define-and-use-KBU.patch  | cfbc80e34e3a       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0222-UBUNTU-SAUCE-mlxbf_gige-add-ethtool-mlxbf_gige_set_r.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0223-UBUNTU-SAUCE-Fix-OOB-handling-RX-packets-in-heavy-tr.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0224-UBUNTU-SAUCE-mlxbf_gige-clear-MDIO-gateway-lock-afte.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0225-mlxbf_gige-compute-MDIO-period-based-on-i1clk.patch         | 3a1a274e933f       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0226-net-mlxbf_gige-Fix-an-IS_ERR-vs-NULL-bug-in-mlxbf_gi.patch  | 4774db8dfc6a       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0227-UBUNTU-SAUCE-mlxbf_gige-add-MDIO-support-for-BlueFie.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0228-UBUNTU-SAUCE-mlxbf_gige-support-10M-100M-1G-speeds-o.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0229-mmc-sdhci-of-dwcmshc-add-rockchip-platform-support.patch    | 08f3dff799d4       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0230-mmc-sdhci-of-dwcmshc-add-ACPI-support-for-BlueField-.patch  | eb81ed518079       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0231-mmc-sdhci-of-dwcmshc-fix-error-return-code-in-dwcmsh.patch  | 34884c4f6483       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0232-mmc-sdhci-of-dwcmshc-set-MMC_CAP_WAIT_WHILE_BUSY.patch      | 57ac3084f598       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0233-mmc-sdhci-of-dwcmshc-Re-enable-support-for-the-BlueF.patch  | a0753ef66c34       | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0234-UBUNTU-SAUCE-Support-BlueField-3-GPIO-driver.patch          |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0235-regmap-debugfs-Enable-writing-to-the-regmap-debugfs-.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0236-mmc-sdhci-of-dwcmshc-Enable-host-V4-support-for-Blue.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0237-mlxbf-ptm-power-and-thermal-management-debugfs-drive.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0238-UBUNTU-SAUCE-platform-mellanox-Add-ctrl-message-and-.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0239-hwmon-mlxreg-fan-Return-zero-speed-for-broken-fan.patch     |                    | Bugfix upstream                          |  5.10.173  |                                                |
|0240-UBUNTU-SAUCE-mmc-sdhci-of-dwcmshc-add-the-missing-de.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0241-DS-mlxsw-core_linecards-Disable-firmware-bundling-ma.patch  |                    | Downstream accepted                      |            |                                                |
|0242-platform-mellanox-Add-field-upgrade-capability-regis.patch  |                    | Feature pending                          |            | P4262                                          |
|0243-platform-mellanox-Modify-reset-causes-description.patch     |                    | Feature pending                          |            |                                                |
|0244-mlxsw-Use-u16-for-local_port-field-instead-of-u8.patch      | c934757d9000       | Downstream accepted                      |            | SN5600                                         |
|0245-mlxsw-minimal-Change-type-for-local-port.patch              |                    | Downstream accepted                      |            | SN5600                                         |
|0246-mlxsw-i2c-Fix-chunk-size-setting-in-output-mailbox-b.patch  |                    | Downstream accepted                      |            | SN5600                                         |
|0247-platform-mellanox-mlx-platform-Modify-graceful-shutd.patch  |                    | Bugfix pending                           |            | SN5600                                         |
|0248-platform-mellanox-mlx-platform-Fix-signals-polarity-.patch  |                    | Bugfix pending                           |            | P4262                                          |
|0249-platform-mellanox-mlxreg-hotplug-Extend-condition-fo.patch  |                    | Feature pending                          |            | P4262                                          |
|0250-platform-mellanox-mlx-platform-Modify-health-and-pow.patch  |                    | Feature pending                          |            | P4262                                          |
|0251-platform-mellanox-mlx-platform-Add-reset-cause-attri.patch  |                    | Feature pending                          |            |                                                |
|0252-platform-mellanox-mlx-platform-add-support-for-addit.patch  |                    | Feature pending                          |            |                                                |
|0253-UBUNTU-SAUCE-mlxbf-gige-Fix-intermittent-no-ip-issue.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0254-pinctrl-Introduce-struct-pinfunction-and-PINCTRL_PIN.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0255-pinctrl-mlxbf3-Add-pinctrl-driver-support.patch             |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0255-UBUNTU-SAUCE-gpio-mmio-handle-ngpios-properly-in-bgp.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0256-UBUNTU-SAUCE-gpio-mlxbf3-Add-gpio-driver-support.patch      |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0257-mlxsw-core_hwmon-Align-modules-label-name-assignment.patch  |                    | Downstream accepted                      |            | SN3750SX                                       |
|0258-mlxsw-i2c-Limit-single-transaction.patch                    |                    | Downstream accepted                      |  5.10.195  |                                                |
|0259-mlxsw-i2c-Limit-single-transaction-buffer-size.patch        |                    | Downstream accepted                      |            | BF3                                            |
|0260-mlxsw-reg-Limit-MTBR-register-records-buffer-by-one-.patch  |                    | Downstream accepted                      |            |                                                |
|0261-hwmon-pmbus-Add-support-for-MPS-Multi-phase-mp2891-c.patch  |                    | Feature pending;os[sonic,opt,nvos,dvs]   |            |                                                |
|0262-dt-bindings-trivial-devices-Add-mps-mp2891.patch            |                    | Feature pending                          |            |                                                |
|0262-UBUNTU-SAUCE-mmc-sdhci-of-dwcmshc-Add-runtime-PM-ope.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0263-UBUNTU-SAUCE-mlxbf-ptm-use-0444-instead-of-S_IRUGO.patch    |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0264-UBUNTU-SAUCE-mlxbf-ptm-add-atx-debugfs-nodes.patch          |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0265-UBUNTU-SAUCE-mlxbf-ptm-update-module-version.patch          |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0266-UBUNTU-SAUCE-mlxbf-gige-Fix-kernel-panic-at-shutdown.patch  |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0267-platform-mellanox-mlx-platform-Modify-power-off-call.patch  |                    | Feature pending                          |            |                                                |
|0268-Extend-driver-to-support-Infineon-Digital-Multi-phas.patch  |                    | Feature pending                          |            |                                                |
|0269-dt-bindings-trivial-devices-Add-infineon-xdpe1a2g7.patch    |                    | Downstream accepted                      |            |                                                |
|0270-leds-mlxreg-Add-support-for-new-flavour-of-capabilit.patch  |                    | Downstream accepted                      |            |                                                |
|0271-leds-mlxreg-Remove-code-for-amber-LED-colour.patch          |                    | Downstream accepted                      |            |                                                |
|0272-platform_data-mlxreg-Add-capability-bit-and-mask-fie.patch  |                    | Downstream accepted                      |            |                                                |
|0273-hwmon-mlxreg-fan-Add-support-for-new-flavour-of-capa.patch  |                    | Downstream accepted                      |            |                                                |
|0274-hwmon-mlxreg-fan-Extend-number-of-supporetd-fans.patch      |                    | Downstream accepted                      |            |                                                |
|0275-platform-mellanox-nvsw-sn2201-change-fans-i2c-busses.patch  |                    | Bugfix pending                           |            | SN2201                                         |
|0276-platform-mellanox-mlx-platform-Add-reset-callback.patch     |                    | Feature pending                          |            |                                                |
|0277-platform-mellanox-mlx-platform-Prepare-driver-to-all.patch  |                    | Feature pending                          |            |                                                |
|0278-platform-mellanox-mlx-platform-Introduce-ACPI-init-f.patch  |                    | Feature pending                          |            |                                                |
|0279-platform-mellanox-mlx-platform-Get-interrupt-line-th.patch  |                    | Feature pending                          |            |                                                |
|0280-platform-mellanox-Add-initial-support-for-PCIe-based.patch  |                    | Feature pending                          |            |                                                |
|0281-platform-mellanox-Introduce-support-for-switches-equ.patch  |                    | Downstream accepted                      |            |                                                |
|0282-mellanox-Relocate-mlx-platform-driver.patch                 |                    | Downstream accepted;os[sonic]            |            |                                                |
|0283-UBUNTU-SAUCE-mlxbf-tmfifo-fix-potential-race.patch          |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0284-UBUNTU-SAUCE-mlxbf-tmfifo-Drop-the-Rx-packet-if-no-m.patch  |                    | Downstream;skip[sonic,cumulus]           | 5.10.195   | BF3                                            |
|0285-UBUNTU-SAUCE-mlxbf-tmfifo-Drop-jumbo-frames.patch           |                    | Downstream;skip[sonic,cumulus]           | 5.10.195   | BF3                                            |
|0286-UBUNTU-SAUCE-mlxbf-tmfifo.c-Amend-previous-tmfifo-pa.patch  |                    | Downstream;skip[sonic,cumulus]           | 5.10.195   | BF3                                            |
|0287-mlxbf_gige-add-set_link_ksettings-ethtool-callback.patch    |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0288-mlxbf_gige-fix-white-space-in-mlxbf_gige_eth_ioctl.patch    |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0290-platform-mellanox-mlxreg-hotplug-Add-support-for-new.patch  |                    | Downstream accepted                      |            |                                                |
|0291-platform-mellanox-mlx-platform-Change-register-name.patch   |                    | Downstream accepted                      |            |                                                |
|0292-platform-mellanox-mlx-platform-Add-support-for-new-X.patch  |                    | Downstream accepted                      |            |                                                |
|0293-gpio-mlxbf3-Fix-error-message.patch                         |                    | Downstream;skip[sonic,cumulus]           |            | BF3                                            |
|0294-mlxsw-i2c-Downstream-Add-retry-mechanism-for-failed-.patch  |                    | Downstream accepted                      |            |                                                |
|0295-mlxsw-i2c-DBG-Add-debug-output-for-failed-transactio.patch  |                    | Downstream accepted                      |            |                                                |
|0296-platform-mellanox-indicate-deferred-I2C-bus-creation.patch  |                    | Bugfix pending                           |            | SN2201                                         |
|0297-platform-mellanox-mlxreg-dpu-Add-initial-support-for.patch  |                    | Downstream accepted;skip[sonic]          |            | SN4280                                         |
|0298-platform-mellanox-mlx-platform-Fix-FAN-tacho-reading.patch  |                    | Downstream accepted                      |            | MQM9700                                        |
|0299-platform-mellanox-Introduce-support-of-Nvidia-smart-.patch  |                    | Downstream accepted;skip[sonic]          |            | SN4280                                         |
|0300-hwmon-pmbus-Add-support-for-MPS-Multi-phase-mp2855-c.patch  |                    | Feature pending; os[sonic,opt,nvos,dvs]  |            |                                                |
|0301-crypto-ccp-Reject-SEV-commands-with-mismatching-comm.patch  | d5760dee127b       | Bugfix upstream                          | 5.1.184    |                                                |
|0302-crypto-ccp-Play-nice-with-vmalloc-d-memory-for-SEV-c.patch  | 8347b99473a3       | Bugfix upstream                          | 5.1.184    |                                                |
|7001-mctp-Add-MCTP-base.patch                                    |                    | Downstream                               |            | MCTP                                           |
|7002-mctp-Add-base-socket-protocol-definitions.patch             |                    | Downstream                               |            | MCTP                                           |
|7003-mctp-Add-base-packet-definitions.patch                      |                    | Downstream                               |            | MCTP                                           |
|7004-mctp-Add-sockaddr_mctp-to-uapi.patch                        |                    | Downstream                               |            | MCTP                                           |
|7005-mctp-Add-initial-driver-infrastructure.patch                |                    | Downstream                               |            | MCTP                                           |
|7006-mctp-Add-device-handling-and-netlink-interface.patch        |                    | Downstream                               |            | MCTP                                           |
|7007-mctp-Add-initial-routing-framework.patch                    |                    | Downstream                               |            | MCTP                                           |
|7008-mctp-Add-netlink-route-management.patch                     |                    | Downstream                               |            | MCTP                                           |
|7009-mctp-Add-neighbour-implementation.patch                     |                    | Downstream                               |            | MCTP                                           |
|7010-mctp-Add-neighbour-netlink-interface.patch                  |                    | Downstream                               |            | MCTP                                           |
|7011-mctp-Populate-socket-implementation.patch                   |                    | Downstream                               |            | MCTP                                           |
|7012-mctp-Implement-message-fragmentation-reassembly.patch       |                    | Downstream                               |            | MCTP                                           |
|7013-mctp-Add-dest-neighbour-lladdr-to-route-output.patch        |                    | Downstream                               |            | MCTP                                           |
|7014-mctp-Allow-per-netns-default-networks.patch                 |                    | Downstream                               |            | MCTP                                           |
|7015-mctp-Add-MCTP-overview-document.patch                       |                    | Downstream                               |            | MCTP                                           |
|7016-mctp-remove-duplicated-assignment-of-pointer-hdr.patch      |                    | Downstream                               |            | MCTP                                           |
|7017-mctp-Specify-route-types-require-rtm_type-in-RTM_-RO.patch  |                    | Downstream                               |            | MCTP                                           |
|7018-mctp-Remove-the-repeated-declaration.patch                  |                    | Downstream                               |            | MCTP                                           |
|7019-mctp-perform-route-destruction-under-RCU-read-lock.patch    |                    | Downstream                               |            | MCTP                                           |
|7020-perf-beauty-Update-copy-of-linux-socket.h-with-the-k.patch  |                    | Downstream                               |            | MCTP                                           |
|7021-mctp-Allow-MCTP-on-tun-devices.patch                        |                    | Downstream                               |            | MCTP                                           |
|7022-mctp-Allow-local-delivery-to-the-null-EID.patch             |                    | Downstream                               |            | MCTP                                           |
|7023-mctp-locking-lifetime-and-validity-changes-for-sk_ke.patch  |                    | Downstream                               |            | MCTP                                           |
|7024-mctp-Add-refcounts-to-mctp_dev.patch                        |                    | Downstream                               |            | MCTP                                           |
|7025-mctp-Implement-a-timeout-for-tags.patch                     |                    | Downstream                               |            | MCTP                                           |
|7026-mctp-Add-tracepoints-for-tag-key-handling.patch             |                    | Downstream                               |            | MCTP                                           |
|7027-mctp-Do-inits-as-a-subsys_initcall.patch                    |                    | Downstream                               |            | MCTP                                           |
|7028-doc-mctp-Add-a-little-detail-about-kernel-internals.patch   |                    | Downstream                               |            | MCTP                                           |
|7029-mctp-Set-route-MTU-via-netlink.patch                        |                    | Downstream                               |            | MCTP                                           |
|7030-mctp-Warn-if-pointer-is-set-for-a-wrong-dev-type.patch      |                    | Downstream                               |            | MCTP                                           |
|7031-mctp-Avoid-leak-of-mctp_sk_key.patch                        |                    | Downstream                               |            | MCTP                                           |
|7032-mctp-Implement-extended-addressing.patch                    |                    | Downstream                               |            | MCTP                                           |
|7033-i2c-core-smbus-Expose-PEC-calculate-function-for-gen.patch  |                    | Downstream                               |            | MCTP                                           |
|7034-dt-bindings-net-New-binding-mctp-i2c-controller.patch       |                    | Downstream                               |            | MCTP                                           |
|7035-mctp-unify-sockaddr_mctp-types.patch                        |                    | Downstream                               |            | MCTP                                           |
|7036-mctp-Be-explicit-about-struct-sockaddr_mctp-padding.patch   |                    | Downstream                               |            | MCTP                                           |
|7037-mctp-Return-new-key-from-mctp_alloc_local_tag.patch         |                    | Downstream                               |            | MCTP                                           |
|7038-mctp-Add-flow-extension-to-skb.patch                        |                    | Downstream                               |            | MCTP                                           |
|7039-mctp-Pass-flow-data-flow-release-events-to-drivers.patch    |                    | Downstream                               |            | MCTP                                           |
|7040-mctp-unify-extended-addressing-implementation-with-u.patch  |                    | Downstream                               |            | MCTP                                           |
|7041-mctp-handle-the-struct-sockaddr_mctp-padding-fields.patch   |                    | Downstream                               |            | MCTP                                           |
|7042-mctp-handle-the-struct-sockaddr_mctp_ext-padding-fie.patch  |                    | Downstream                               |            | MCTP                                           |
|7043-mctp-i2c-MCTP-I2C-binding-driver.patch                      |                    | Downstream                               |            | MCTP                                           |
|7044-mctp-i2c-Fix-potential-use-after-free.patch                 |                    | Downstream                               |            | MCTP                                           |
|7045-mctp-i2c-Fix-hard-head-TX-bounds-length-check.patch         |                    | Downstream                               |            | MCTP                                           |
|7046-mctp-remove-unnecessary-check-before-calling-kfree_s.patch  |                    | Downstream                               |            | MCTP                                           |
|7047-mctp-Remove-redundant-if-statements.patch                   |                    | Downstream                               |            | MCTP                                           |
|7048-mctp-Don-t-let-RTM_DELROUTE-delete-local-routes.patch       |                    | Downstream                               |            | MCTP                                           |
|7049-mctp-emit-RTM_NEWADDR-and-RTM_DELADDR.patch                 |                    | Downstream                               |            | MCTP                                           |
|7050-mctp-Remove-only-static-neighbour-on-RTM_DELNEIGH.patch     |                    | Downstream                               |            | MCTP                                           |
|7051-mctp-Add-helper-for-address-match-checking.patch            |                    | Downstream                               |            | MCTP                                           |
|7052-mctp-Allow-keys-matching-any-local-address.patch            |                    | Downstream                               |            | MCTP                                           |
|7053-mctp-Add-SIOCMCTP-ALLOC-DROP-TAG-ioctls-for-tag-cont.patch  |                    | Downstream                               |            | MCTP                                           |
|7054-mctp-fix-use-after-free.patch                               |                    | Downstream                               |            | MCTP                                           |
|7055-mctp-replace-mctp_address_ok-with-more-fine-grained-.patch  |                    | Downstream                               |            | MCTP                                           |
|7056-mctp-add-address-validity-checking-for-packet-receiv.patch  |                    | Downstream                               |            | MCTP                                           |
|7057-mctp-make-__mctp_dev_get-take-a-refcount-hold.patch         |                    | Downstream                               |            | MCTP                                           |
|7058-mctp-Fix-incorrect-netdev-unref-for-extended-addr.patch     |                    | Downstream                               |            | MCTP                                           |
|7059-mctp-Fix-warnings-reported-by-clang-analyzer.patch          |                    | Downstream                               |            | MCTP                                           |
|7060-mctp-Avoid-warning-if-unregister-notifies-twice.patch       |                    | Downstream                               |            | MCTP                                           |
|7061-mctp-Fix-check-for-dev_hard_header-result.patch             |                    | Downstream                               |            | MCTP                                           |
|7062-mctp-i2c-correct-mctp_i2c_header_create-result.patch        |                    | Downstream                               |            | MCTP                                           |
|7063-mctp-Use-output-netdev-to-allocate-skb-headroom.patch       |                    | Downstream                               |            | MCTP                                           |
|7064-mctp-defer-the-kfree-of-object-mdev-addrs.patch             |                    | Downstream                               |            | MCTP                                           |
|7065-mctp-prevent-double-key-removal-and-unref.patch             |                    | Downstream                               |            | MCTP                                           |
|7066-mctp-Fix-an-error-handling-path-in-mctp_init.patch          |                    | Downstream                               |            | MCTP                                           |
|7067-mctp-i2c-don-t-count-unused-invalid-keys-for-flow-re.patch  |                    | Downstream                               |            | MCTP                                           |
|7068-mctp-Remove-device-type-check-at-unregister.patch           |                    | Downstream                               |            | MCTP                                           |
|7069-net-mctp-add-an-explicit-reference-from-a-mctp_sk_ke.patch  |                    | Downstream                               |            | MCTP                                           |
|7070-net-mctp-move-expiry-timer-delete-to-unhash.patch           |                    | Downstream                               |            | MCTP                                           |
|7071-net-mctp-hold-key-reference-when-looking-up-a-genera.patch  |                    | Downstream                               |            | MCTP                                           |
|7072-net-mctp-mark-socks-as-dead-on-unhash-prevent-re-add.patch  |                    | Downstream                               |            | MCTP                                           |
|7073-net-mctp-purge-receive-queues-on-sk-destruction.patch       |                    | Downstream                               |            | MCTP                                           |
|7074-kernel-resource-Introduce-request_mem_region_muxed.patch    |                    | Downstream                               |            | MCTP                                           |
|7075-i2c-asf-Introduce-MCTP-support-over-ASF-controller.patch    |                    | Downstream                               |            | MCTP                                           |
|9000-DS-OPT-iio-pressure-icp20100-add-driver-for-InvenSense-.patch|                   | Downstream;skip[ALL];take[opt]           |            |                                                |
|9001-DS-OPT-e1000e-skip-NVM-checksum.patch                       |                    | Downstream;skip[ALL];take[opt]           |            |                                                |
|9002-TMP-fix-for-fan-minimum-speed.patch                         |                    | Downstream accepted                      |            |                                                |
|9003-platform-mellanox-Introduce-support-of-Nvidia-L1-tra.patch  |                    | Downstream accepted                      |            | P4300                                          |
|9004-DS-OPT-mlxsw-minimal-Downstream-Disable-ethtool-interface.patch|                 | Downstream accepted                      |            |                                                |
|9005-platform-mellanox-Downstream-Introduce-support-of-Nv.patch  |                    | Downstream;skip[sonic]                   |            |                                                |
|9006-mlxsw-core_hwmon-Downstream-Fix-module-sensor-number-for-QM3200.patch|           | Downstream;skip[ALL];take[opt]           |            |                                                |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Kernel-6.1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| patch name                                                      | Upstream commit id |  status                                  | subversion | Notes                                          |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|0001-platform-mellanox-Introduce-support-for-rack-manager.patch  | f8dacbf7da2e       | Feature upstream                         |            | E3597                                          |
|0002-platform-mellanox-Change-reset_pwr_converter_fail-at.patch  | 488f0fca0db0       | Feature upstream                         |            |                                                |
|0003-platform-mellanox-Cosmetic-changes-rename-to-more-co.patch  | acc6ea304590       | Feature upstream                         |            |                                                |
|0004-platform-mellanox-Introduce-support-for-next-generat.patch  | fcf3790b9b63       | Feature upstream                         |            | SN5600                                         |
|0005-platform-mellanox-Introduce-support-of-new-Nvidia-L1.patch  | dd635e33b5c9       | Feature upstream                         |            | P4262                                          |
|0006-platform-mellanox-Split-initialization-procedure.patch      | 0170f616f496       | Feature upstream                         |            | BF3                                            |
|0007-platform-mellanox-Split-logic-in-init-and-exit-flow.patch   | 158cd8320776       | Feature upstream                         |            | BF3                                            |
|0008-platform-mellanox-Extend-all-systems-with-I2C-notifi.patch  | 233fd7e44cd7       | Feature upstream                         |            |                                                |
|0009-platform-mellanox-mlx-platform-Add-mux-selection-reg.patch  | cefdbc781566       | Feature upstream                         |            | BF3                                            |
|0010-platform-mellanox-mlx-platform-Move-bus-shift-assign.patch  | 50b823fdd357       | Feature upstream                         |            | BF3                                            |
|0011-platform-mellanox-mlx-platform-Initialize-shift-vari.patch  | 1a0009abfa78       | Feature upstream                         |            | BF3                                            |
|0012-platform-mellanox-Fix-order-in-exit-flow.patch              |                    | Bugfix pending                           |            | Accepted for 6.4                               |
|0013-platform-mellanox-mlx-platform-Fix-signals-polarity-.patch  |                    | Bugfix pending                           |            | Accepted for 6.4                               |
|0014-platform-mellanox-mlx-platform-Modify-graceful-shutd.patch  |                    | Bugfix pending                           |            | Accepted for 6.4                               |
|0015-platform-mellanox-Change-register-offset-addresses.patch    |                    | Bugfix pending                           |            | Accepted for 6.4                               |
|0016-platform-mellanox-Add-new-attributes.patch                  |                    | Feature pending                          |            |                                                |
|0017-platform-mellanox-Add-field-upgrade-capability-regis.patch  |                    | Feature pending                          |            |                                                |
|0018-platform-mellanox-Modify-reset-causes-description.patch     |                    | Feature pending                          |            |                                                |
|0019-platform-mellanox-mlx-platform-Modify-health-and-pow.patch  |                    | Feature pending                          |            |                                                |
|0020-platform-mellanox-mlx-platform-Add-reset-cause-attri.patch  |                    | Feature pending                          |            |                                                |
|0021-platform-mellanox-mlx-platform-add-support-for-addit.patch  |                    | Feature pending                          |            |                                                |
|0022-platform-mellanox-mlx-platform-Modify-power-off-call.patch  |                    | Feature pending                          |            |                                                |
|0023-platform-mellanox-Cosmetic-changes.patch                    |                    | Feature pending                          |            |                                                |
|0024-platform-mellanox-mlx-platform-Add-reset-callback.patch     |                    | Feature pending                          |            |                                                |
|0025-platform-mellanox-mlx-platform-Prepare-driver-to-all.patch  |                    | Feature pending                          |            |                                                |
|0026-platform-mellanox-mlx-platform-Introduce-ACPI-init-f.patch  |                    | Feature pending                          |            |                                                |
|0027-platform-mellanox-mlx-platform-Get-interrupt-line-th.patch  |                    | Feature pending                          |            |                                                |
|0028-platform-mellanox-Add-initial-support-for-PCIe-based.patch  |                    | Feature pending                          |            |                                                |
|0029-platform-mellanox-mlxreg-hotplug-Extend-condition-fo.patch  |                    | Feature pending                          |            |                                                |
|0030-platform-mellanox-nvsw-sn2201-change-fans-i2c-busses.patch  |                    | Feature pending                          |            |                                                |
|0032-platform_data-mlxreg-Add-field-with-mapped-resource-.patch  | 26917eab144c       | Feature upstream                         |            |                                                |
|0033-i2c-mlxcpld-Allow-driver-to-run-on-ARM64-architectur.patch  |                    | Feature pending                          |            |                                                |
|0034-i2c-mlxcpld-Add-support-for-extended-transaction-len.patch  |                    | Feature pending                          |            |                                                |
|0035-i2c-mlxcpld-Support-PCIe-mapped-register-space.patch        |                    | Downstream accepted                      |            |                                                |
|0036-mlxsw-i2c-Fix-chunk-size-setting-in-output-mailbox-b.patch  | d7248f1cc835       | Bugfix pending                           | v6.1.53    | Added in v6.1.53                               |
|0037-mlxsw-i2c-Limit-single-transaction-buffer-size.patch        | 6406a95c4a5e       | Bugfix pending                           | v6.1.53    | Added in v6.1.53                               |
|0038-mlxsw-core_hwmon-Adjust-module-label-names-based-on-.patch  | 8b2fb4b671b3       | Bugfix pending                           | v6.1.53    | Added in v6.1.53                               |
|0039-mlxsw-reg-Limit-MTBR-register-payload-to-a-single-da.patch  |                    | Feature pending                          |            |                                                |
|0040-mlxsw-core-Extend-allowed-list-of-external-cooling-d.patch  |                    | Feature pending                          |            |                                                |
|0041-mlxsw-i2c-Utilize-standard-macros-for-dividing-buffe.patch  |                    | Feature pending                          |            |                                                |
|0042-hwmon-mlxreg-fan-Add-support-for-new-flavour-of-capa.patch  |                    | Downstream accepted                      |            |                                                |
|0043-hwmon-mlxreg-fan-Extend-number-of-supporetd-fans.patch      |                    | Feature pending                          |            |                                                |
|0044-leds-mlxreg-Add-support-for-new-flavour-of-capabilit.patch  |                    | Downstream accepted                      |            |                                                |
